Data,ID_Cliente,ID_Produto,ID_Vendedor,ID_CentroCusto,ID_Fornecedor,Documento,Valor,Tipo
2024-10-05,CLI0174,PRD0075,V005,CC09,,DOC104269,7834.23,Receita
2023-02-26,CLI0155,PRD0185,V012,CC06,,DOC104270,17458.81,Receita
2026-05-16,CLI0131,PRD0033,V027,CC02,,DOC104271,11913.21,Receita
2024-12-13,CLI0199,PRD0110,V016,CC08,FOR0095,DOC104272,21906.66,Despesa
2026-04-13,CLI0225,PRD0196,V002,CC01,FOR0093,DOC104273,23692.2,Despesa
2024-07-10,CLI0140,PRD0165,V014,CC05,FOR0053,DOC104274,20504.85,Despesa
2024-05-24,CLI0109,PRD0075,V018,CC02,FOR0042,DOC104275,12008.66,Despesa
2026-05-13,CLI0046,PRD0074,V007,CC07,FOR0090,DOC104276,209.17,Despesa
2025-07-01,CLI0043,PRD0164,V001,CC07,FOR0018,DOC104277,19675.05,Despesa
2025-07-26,CLI0176,PRD0096,V001,CC02,,DOC104278,20337.87,Receita
2026-12-24,CLI0158,PRD0122,V004,CC06,,DOC104279,7521.69,Receita
2024-09-26,CLI0191,PRD0008,V020,CC09,FOR0016,DOC104280,20393.84,Despesa
2026-11-20,CLI0215,PRD0189,V019,CC03,FOR0025,DOC104281,28304.63,Despesa
2026-06-19,CLI0111,PRD0099,V017,CC10,FOR0036,DOC104282,13707.31,Despesa
2023-04-12,CLI0132,PRD0083,V010,CC05,FOR0012,DOC104283,19133.51,Despesa
2026-05-11,CLI0129,PRD0066,V030,CC03,,DOC104284,16251.16,Receita
2023-05-27,CLI0045,PRD0066,V007,CC03,,DOC104285,2137.23,Receita
2025-10-09,CLI0126,PRD0185,V025,CC09,FOR0014,DOC104286,7291.28,Despesa
2024-03-04,CLI0282,PRD0128,V007,CC07,,DOC104287,19218.72,Receita
2026-09-26,CLI0291,PRD0074,V029,CC03,,DOC104288,26310.73,Receita
2024-03-28,CLI0227,PRD0156,V018,CC07,FOR0072,DOC104289,27434.48,Despesa
2025-10-18,CLI0138,PRD0059,V009,CC08,,DOC104290,28459.73,Receita
2024-04-24,CLI0252,PRD0001,V007,CC07,FOR0082,DOC104291,11602.96,Despesa
2026-01-21,CLI0046,PRD0152,V025,CC10,,DOC104292,11276.02,Receita
2024-02-27,CLI0101,PRD0158,V020,CC06,,DOC104293,8719.74,Receita
2023-05-22,CLI0082,PRD0169,V019,CC04,FOR0018,DOC104294,23745.73,Despesa
2026-11-23,CLI0071,PRD0023,V026,CC02,FOR0055,DOC104295,14203.62,Despesa
2026-11-07,CLI0003,PRD0143,V023,CC01,FOR0002,DOC104296,8164.48,Despesa
2024-10-07,CLI0014,PRD0051,V029,CC05,FOR0098,DOC104297,14118.12,Despesa
2023-07-02,CLI0131,PRD0124,V003,CC07,,DOC104298,24819.45,Receita
2025-05-07,CLI0225,PRD0120,V023,CC06,,DOC104299,10038.56,Receita
2025-04-27,CLI0007,PRD0126,V029,CC10,FOR0021,DOC104300,20985.03,Despesa
2023-07-02,CLI0130,PRD0173,V005,CC07,,DOC104301,7578.44,Receita
2024-11-26,CLI0078,PRD0173,V027,CC01,,DOC104302,1697.5,Receita
2023-04-01,CLI0128,PRD0025,V015,CC04,FOR0038,DOC104303,5407.96,Despesa
2024-09-12,CLI0007,PRD0136,V003,CC09,,DOC104304,29330.07,Receita
2024-06-15,CLI0172,PRD0182,V005,CC01,FOR0087,DOC104305,9832.39,Despesa
2023-12-11,CLI0280,PRD0047,V030,CC05,FOR0041,DOC104306,9724.31,Despesa
2025-01-14,CLI0288,PRD0011,V027,CC05,,DOC104307,15916.93,Receita
2024-03-02,CLI0002,PRD0039,V011,CC03,FOR0004,DOC104308,20007.67,Despesa
2024-08-02,CLI0023,PRD0175,V014,CC04,FOR0064,DOC104309,6902.54,Despesa
2025-10-25,CLI0171,PRD0064,V024,CC08,FOR0079,DOC104310,24946.41,Despesa
2024-06-25,CLI0251,PRD0091,V004,CC03,FOR0023,DOC104311,23667.63,Despesa
2024-06-11,CLI0231,PRD0036,V006,CC02,,DOC104312,5355.31,Receita
2023-09-22,CLI0235,PRD0168,V026,CC07,,DOC104313,5123.12,Receita
2025-11-25,CLI0071,PRD0083,V010,CC08,FOR0087,DOC104314,22096.39,Despesa
2025-01-08,CLI0034,PRD0106,V003,CC02,,DOC104315,28753.27,Receita
2026-01-15,CLI0160,PRD0146,V005,CC09,FOR0027,DOC104316,10135.37,Despesa
2024-05-11,CLI0285,PRD0133,V006,CC08,FOR0055,DOC104317,7730.28,Despesa
2026-03-07,CLI0126,PRD0037,V004,CC06,,DOC104318,16246.96,Receita
2026-12-24,CLI0296,PRD0126,V017,CC08,FOR0022,DOC104319,8418.97,Despesa
2025-07-30,CLI0113,PRD0028,V026,CC08,FOR0025,DOC104320,15584.82,Despesa
2024-04-06,CLI0145,PRD0051,V013,CC05,FOR0032,DOC104321,3865.78,Despesa
2024-05-23,CLI0075,PRD0039,V005,CC01,,DOC104322,29335.17,Receita
2023-12-01,CLI0006,PRD0192,V021,CC02,FOR0035,DOC104323,8105.28,Despesa
2026-01-25,CLI0153,PRD0160,V017,CC05,FOR0015,DOC104324,22351.26,Despesa
2025-07-29,CLI0005,PRD0012,V022,CC10,FOR0038,DOC104325,28224.4,Despesa
2024-05-30,CLI0001,PRD0156,V017,CC04,FOR0070,DOC104326,28768.99,Despesa
2025-06-13,CLI0003,PRD0161,V021,CC03,FOR0020,DOC104327,18873.4,Despesa
2026-03-17,CLI0051,PRD0119,V017,CC03,,DOC104328,5048.84,Receita
2025-03-13,CLI0213,PRD0167,V026,CC03,FOR0094,DOC104329,8992.27,Despesa
2025-12-15,CLI0189,PRD0178,V011,CC06,FOR0033,DOC104330,1454.5,Despesa
2025-08-15,CLI0297,PRD0194,V005,CC02,FOR0018,DOC104331,18340.99,Despesa
2026-06-07,CLI0145,PRD0105,V021,CC10,FOR0093,DOC104332,12992.34,Despesa
2023-02-01,CLI0207,PRD0128,V001,CC03,FOR0077,DOC104333,20440.5,Despesa
2024-08-12,CLI0246,PRD0191,V016,CC06,FOR0094,DOC104334,19991.15,Despesa
2025-01-03,CLI0200,PRD0029,V020,CC10,,DOC104335,3430.6,Receita
2026-04-04,CLI0113,PRD0095,V012,CC08,,DOC104336,4043.81,Receita
2024-05-23,CLI0015,PRD0117,V008,CC03,FOR0086,DOC104337,12375.67,Despesa
2025-03-30,CLI0203,PRD0028,V017,CC03,FOR0069,DOC104338,16384.65,Despesa
2023-10-25,CLI0067,PRD0030,V015,CC09,FOR0008,DOC104339,14599.79,Despesa
2023-11-14,CLI0088,PRD0091,V016,CC04,,DOC104340,13359.53,Receita
2023-08-20,CLI0029,PRD0103,V028,CC04,,DOC104341,11429.41,Receita
2024-05-30,CLI0052,PRD0093,V002,CC09,FOR0027,DOC104342,25858.64,Despesa
2024-08-13,CLI0191,PRD0070,V019,CC01,FOR0041,DOC104343,26063.19,Despesa
2026-03-08,CLI0052,PRD0167,V014,CC10,,DOC104344,2380.22,Receita
2024-04-17,CLI0052,PRD0195,V029,CC02,,DOC104345,17759.69,Receita
2023-12-21,CLI0218,PRD0020,V007,CC05,FOR0095,DOC104346,29271.03,Despesa
2026-03-10,CLI0122,PRD0185,V012,CC09,FOR0006,DOC104347,21136.96,Despesa
2025-08-23,CLI0145,PRD0049,V027,CC08,FOR0023,DOC104348,23891.43,Despesa
2024-03-23,CLI0100,PRD0005,V008,CC05,FOR0012,DOC104349,14864.87,Despesa
2023-12-08,CLI0276,PRD0113,V006,CC09,FOR0029,DOC104350,3971.73,Despesa
2024-04-20,CLI0118,PRD0136,V013,CC05,,DOC104351,26298.74,Receita
2025-09-26,CLI0053,PRD0112,V020,CC09,FOR0056,DOC104352,29193.64,Despesa
2025-09-24,CLI0239,PRD0150,V023,CC08,,DOC104353,712.83,Receita
2025-02-14,CLI0189,PRD0127,V024,CC10,,DOC104354,2388.04,Receita
2026-07-18,CLI0043,PRD0177,V030,CC04,FOR0095,DOC104355,21817.24,Despesa
2025-05-22,CLI0162,PRD0064,V006,CC06,FOR0076,DOC104356,11852.31,Despesa
2023-02-20,CLI0038,PRD0064,V026,CC06,FOR0037,DOC104357,13786.43,Despesa
2024-01-16,CLI0210,PRD0039,V025,CC06,,DOC104358,19398.65,Receita
2025-06-30,CLI0130,PRD0012,V009,CC01,,DOC104359,10384.39,Receita
2025-08-12,CLI0165,PRD0124,V016,CC01,FOR0087,DOC104360,13089.32,Despesa
2024-03-10,CLI0181,PRD0168,V010,CC09,,DOC104361,21098.58,Receita
2023-06-02,CLI0174,PRD0140,V011,CC08,FOR0090,DOC104362,7572.36,Despesa
2023-12-25,CLI0151,PRD0004,V023,CC09,FOR0092,DOC104363,21036.06,Despesa
2026-05-14,CLI0296,PRD0146,V009,CC01,FOR0084,DOC104364,9252.96,Despesa
2026-06-11,CLI0186,PRD0049,V026,CC05,FOR0087,DOC104365,20011.36,Despesa
2023-05-21,CLI0278,PRD0031,V016,CC04,FOR0068,DOC104366,27972.66,Despesa
2026-11-04,CLI0125,PRD0122,V015,CC03,FOR0042,DOC104367,14072.44,Despesa
2024-04-11,CLI0117,PRD0075,V027,CC08,FOR0097,DOC104368,7761.77,Despesa
2025-03-28,CLI0261,PRD0143,V020,CC08,FOR0016,DOC104369,2018.6,Despesa
2024-10-10,CLI0061,PRD0056,V007,CC01,FOR0069,DOC104370,8645.25,Despesa
2023-03-20,CLI0191,PRD0196,V017,CC03,,DOC104371,16990.74,Receita
2025-04-06,CLI0015,PRD0063,V008,CC10,,DOC104372,6606.77,Receita
2023-11-20,CLI0219,PRD0112,V001,CC09,FOR0085,DOC104373,10279.62,Despesa
2024-01-15,CLI0217,PRD0113,V003,CC03,,DOC104374,29830.77,Receita
2025-09-10,CLI0227,PRD0126,V030,CC03,,DOC104375,3498.73,Receita
2023-11-21,CLI0085,PRD0144,V012,CC02,,DOC104376,24932.1,Receita
2025-08-12,CLI0239,PRD0186,V017,CC03,FOR0095,DOC104377,28583.33,Despesa
2026-12-05,CLI0052,PRD0041,V013,CC10,,DOC104378,4775.96,Receita
2024-12-23,CLI0095,PRD0016,V030,CC09,FOR0030,DOC104379,21815.97,Despesa
2025-01-01,CLI0158,PRD0133,V012,CC01,,DOC104380,16535.21,Receita
2024-06-02,CLI0069,PRD0108,V026,CC10,,DOC104381,22284.9,Receita
2026-12-19,CLI0163,PRD0184,V008,CC10,,DOC104382,23063.81,Receita
2023-07-31,CLI0153,PRD0025,V012,CC02,FOR0042,DOC104383,23948.23,Despesa
2024-11-09,CLI0013,PRD0099,V022,CC01,,DOC104384,14313.92,Receita
2025-04-28,CLI0236,PRD0004,V009,CC02,,DOC104385,1801.48,Receita
2023-11-02,CLI0233,PRD0159,V023,CC01,,DOC104386,19231.66,Receita
2025-07-01,CLI0272,PRD0055,V006,CC03,,DOC104387,23093.64,Receita
2023-11-04,CLI0125,PRD0054,V004,CC05,FOR0022,DOC104388,20342.64,Despesa
2023-06-06,CLI0167,PRD0009,V029,CC05,FOR0084,DOC104389,22480.91,Despesa
2024-02-14,CLI0106,PRD0028,V028,CC09,FOR0081,DOC104390,26555.97,Despesa
2024-12-22,CLI0225,PRD0003,V003,CC04,,DOC104391,14995.89,Receita
2025-08-30,CLI0170,PRD0186,V009,CC03,FOR0035,DOC104392,7900.46,Despesa
2024-03-12,CLI0268,PRD0168,V001,CC09,,DOC104393,11126.0,Receita
2024-08-23,CLI0142,PRD0103,V015,CC01,FOR0020,DOC104394,17207.84,Despesa
2026-08-15,CLI0034,PRD0174,V008,CC10,,DOC104395,11762.4,Receita
2023-11-04,CLI0135,PRD0024,V022,CC05,,DOC104396,5440.98,Receita
2024-08-18,CLI0116,PRD0122,V004,CC05,FOR0006,DOC104397,9685.87,Despesa
2026-07-14,CLI0229,PRD0002,V026,CC04,FOR0074,DOC104398,19642.27,Despesa
2024-04-30,CLI0170,PRD0016,V017,CC09,,DOC104399,1868.47,Receita
2025-04-14,CLI0159,PRD0127,V005,CC07,FOR0092,DOC104400,21743.83,Despesa
2024-06-06,CLI0193,PRD0103,V019,CC08,FOR0029,DOC104401,4747.5,Despesa
2023-02-23,CLI0296,PRD0108,V027,CC04,FOR0011,DOC104402,14258.98,Despesa
2024-02-14,CLI0300,PRD0031,V010,CC06,FOR0079,DOC104403,17856.66,Despesa
2026-12-20,CLI0214,PRD0144,V021,CC09,,DOC104404,22974.9,Receita
2026-12-25,CLI0041,PRD0179,V002,CC05,FOR0036,DOC104405,23306.49,Despesa
2026-02-22,CLI0096,PRD0067,V019,CC10,FOR0087,DOC104406,18917.32,Despesa
2023-12-03,CLI0015,PRD0037,V021,CC06,,DOC104407,5003.39,Receita
2026-09-27,CLI0234,PRD0131,V022,CC03,,DOC104408,22189.54,Receita
2025-03-01,CLI0124,PRD0147,V012,CC05,FOR0083,DOC104409,27851.35,Despesa
2023-04-18,CLI0216,PRD0013,V022,CC08,FOR0062,DOC104410,11493.54,Despesa
2025-07-18,CLI0245,PRD0051,V019,CC03,,DOC104411,4595.39,Receita
2025-10-30,CLI0289,PRD0050,V016,CC01,FOR0092,DOC104412,14666.57,Despesa
2025-10-19,CLI0048,PRD0081,V014,CC08,,DOC104413,20480.81,Receita
2026-03-02,CLI0145,PRD0112,V006,CC09,,DOC104414,22363.63,Receita
2024-01-28,CLI0118,PRD0182,V006,CC03,FOR0029,DOC104415,6212.7,Despesa
2026-03-03,CLI0108,PRD0017,V010,CC02,,DOC104416,4267.35,Receita
2026-12-02,CLI0270,PRD0183,V025,CC08,FOR0044,DOC104417,14449.13,Despesa
2024-01-16,CLI0090,PRD0183,V017,CC03,FOR0020,DOC104418,20569.61,Despesa
2023-07-15,CLI0022,PRD0003,V005,CC06,,DOC104419,28803.63,Receita
2024-07-01,CLI0098,PRD0188,V028,CC01,,DOC104420,27272.6,Receita
2023-11-30,CLI0290,PRD0105,V019,CC04,,DOC104421,12989.36,Receita
2024-09-17,CLI0281,PRD0122,V024,CC06,FOR0013,DOC104422,24476.1,Despesa
2024-09-02,CLI0088,PRD0186,V029,CC06,FOR0010,DOC104423,19491.9,Despesa
2026-08-04,CLI0054,PRD0094,V020,CC01,FOR0010,DOC104424,16203.48,Despesa
2025-02-09,CLI0022,PRD0015,V003,CC10,,DOC104425,25649.92,Receita
2025-04-16,CLI0150,PRD0136,V020,CC08,,DOC104426,18712.56,Receita
2023-01-05,CLI0067,PRD0101,V021,CC04,FOR0082,DOC104427,29314.06,Despesa
2023-02-24,CLI0245,PRD0186,V004,CC05,FOR0037,DOC104428,26207.54,Despesa
2026-03-11,CLI0144,PRD0155,V015,CC05,,DOC104429,10715.16,Receita
2026-02-26,CLI0082,PRD0137,V006,CC03,FOR0046,DOC104430,18504.96,Despesa
2026-08-14,CLI0228,PRD0046,V001,CC01,FOR0045,DOC104431,4682.06,Despesa
2024-10-28,CLI0145,PRD0015,V011,CC01,FOR0043,DOC104432,16318.32,Despesa
2024-11-19,CLI0198,PRD0088,V002,CC10,FOR0057,DOC104433,14391.97,Despesa
2024-12-24,CLI0093,PRD0200,V030,CC10,FOR0093,DOC104434,16278.26,Despesa
2024-05-20,CLI0223,PRD0092,V008,CC08,FOR0093,DOC104435,4116.94,Despesa
2024-11-30,CLI0167,PRD0133,V011,CC09,FOR0026,DOC104436,29918.2,Despesa
2024-08-16,CLI0041,PRD0099,V020,CC01,,DOC104437,3849.49,Receita
2026-03-23,CLI0194,PRD0121,V004,CC05,,DOC104438,9822.81,Receita
2023-05-22,CLI0174,PRD0161,V022,CC06,FOR0055,DOC104439,502.76,Despesa
2023-05-20,CLI0194,PRD0160,V018,CC06,,DOC104440,21434.34,Receita
2024-01-13,CLI0019,PRD0102,V014,CC05,,DOC104441,9685.44,Receita
2023-01-05,CLI0013,PRD0028,V021,CC06,,DOC104442,16630.05,Receita
2024-10-29,CLI0241,PRD0109,V020,CC08,,DOC104443,2529.18,Receita
2026-09-19,CLI0136,PRD0028,V015,CC05,FOR0078,DOC104444,29145.58,Despesa
2024-05-01,CLI0034,PRD0068,V025,CC09,,DOC104445,1205.12,Receita
2023-06-04,CLI0069,PRD0073,V010,CC06,FOR0096,DOC104446,19969.83,Despesa
2024-03-07,CLI0253,PRD0126,V012,CC09,FOR0066,DOC104447,28169.11,Despesa
2026-07-12,CLI0247,PRD0185,V018,CC04,FOR0085,DOC104448,9628.55,Despesa
2024-12-13,CLI0015,PRD0029,V018,CC09,,DOC104449,6917.93,Receita
2026-02-20,CLI0211,PRD0037,V004,CC09,FOR0085,DOC104450,24380.94,Despesa
2023-08-29,CLI0100,PRD0021,V026,CC06,FOR0092,DOC104451,28948.6,Despesa
2023-05-24,CLI0170,PRD0046,V026,CC01,,DOC104452,25465.97,Receita
2023-02-03,CLI0177,PRD0034,V008,CC04,,DOC104453,13181.26,Receita
2025-01-16,CLI0049,PRD0061,V030,CC05,FOR0027,DOC104454,706.48,Despesa
2024-08-19,CLI0194,PRD0001,V012,CC01,FOR0069,DOC104455,7921.33,Despesa
2026-07-21,CLI0209,PRD0049,V021,CC02,FOR0065,DOC104456,5380.73,Despesa
2025-07-03,CLI0137,PRD0182,V003,CC10,,DOC104457,15836.0,Receita
2025-08-26,CLI0017,PRD0004,V027,CC08,,DOC104458,28610.38,Receita
2025-09-05,CLI0273,PRD0188,V022,CC03,FOR0054,DOC104459,4529.76,Despesa
2023-08-12,CLI0036,PRD0016,V003,CC07,,DOC104460,8850.61,Receita
2025-08-17,CLI0262,PRD0141,V015,CC09,FOR0025,DOC104461,4562.91,Despesa
2025-03-03,CLI0020,PRD0007,V008,CC08,FOR0087,DOC104462,23528.04,Despesa
2026-04-07,CLI0266,PRD0013,V010,CC02,FOR0064,DOC104463,21121.65,Despesa
2025-08-04,CLI0220,PRD0136,V010,CC07,FOR0052,DOC104464,28948.22,Despesa
2024-10-04,CLI0223,PRD0191,V004,CC10,,DOC104465,26803.07,Receita
2024-05-25,CLI0288,PRD0002,V022,CC06,FOR0004,DOC104466,17336.0,Despesa
2024-06-29,CLI0211,PRD0047,V010,CC06,,DOC104467,24439.43,Receita
2024-08-02,CLI0144,PRD0022,V027,CC08,,DOC104468,12416.58,Receita
2024-11-03,CLI0006,PRD0116,V001,CC06,,DOC104469,12427.15,Receita
2024-02-26,CLI0299,PRD0122,V011,CC09,FOR0041,DOC104470,4039.83,Despesa
2024-07-13,CLI0162,PRD0165,V015,CC01,,DOC104471,14005.47,Receita
2026-09-30,CLI0226,PRD0110,V002,CC08,FOR0034,DOC104472,10337.81,Despesa
2026-08-24,CLI0291,PRD0151,V019,CC05,FOR0021,DOC104473,12979.16,Despesa
2024-09-23,CLI0161,PRD0072,V002,CC02,FOR0080,DOC104474,17499.12,Despesa
2023-09-23,CLI0210,PRD0042,V021,CC01,,DOC104475,13369.64,Receita
2023-09-16,CLI0044,PRD0056,V019,CC09,,DOC104476,20192.25,Receita
2026-08-08,CLI0255,PRD0126,V002,CC06,FOR0096,DOC104477,23700.39,Despesa
2026-08-05,CLI0218,PRD0108,V026,CC09,FOR0032,DOC104478,20300.87,Despesa
2024-08-26,CLI0057,PRD0079,V030,CC05,FOR0040,DOC104479,26173.5,Despesa
2023-06-06,CLI0085,PRD0019,V010,CC02,FOR0020,DOC104480,11003.89,Despesa
2026-10-30,CLI0235,PRD0115,V015,CC07,FOR0026,DOC104481,10105.96,Despesa
2026-01-17,CLI0254,PRD0187,V012,CC02,FOR0001,DOC104482,6273.35,Despesa
2025-06-06,CLI0035,PRD0150,V016,CC06,,DOC104483,23602.92,Receita
2025-06-19,CLI0241,PRD0057,V005,CC02,,DOC104484,8960.44,Receita
2023-01-06,CLI0072,PRD0159,V023,CC09,FOR0020,DOC104485,18540.07,Despesa
2023-07-20,CLI0038,PRD0093,V025,CC06,,DOC104486,9353.5,Receita
2025-03-24,CLI0188,PRD0048,V022,CC10,FOR0070,DOC104487,18814.89,Despesa
2023-11-21,CLI0061,PRD0054,V014,CC07,,DOC104488,22401.33,Receita
2023-12-23,CLI0006,PRD0008,V026,CC03,,DOC104489,2149.22,Receita
2026-03-04,CLI0162,PRD0117,V002,CC05,FOR0083,DOC104490,20703.61,Despesa
2025-06-29,CLI0285,PRD0065,V016,CC07,FOR0069,DOC104491,14771.99,Despesa
2024-08-05,CLI0006,PRD0154,V019,CC09,,DOC104492,22175.62,Receita
2023-09-16,CLI0207,PRD0197,V022,CC05,FOR0096,DOC104493,26692.47,Despesa
2026-05-29,CLI0163,PRD0074,V019,CC10,,DOC104494,20141.1,Receita
2025-01-25,CLI0241,PRD0186,V008,CC09,FOR0014,DOC104495,27016.59,Despesa
2025-11-09,CLI0280,PRD0184,V021,CC02,,DOC104496,18404.11,Receita
2026-07-19,CLI0099,PRD0025,V026,CC03,,DOC104497,11598.34,Receita
2023-06-29,CLI0124,PRD0111,V022,CC09,FOR0035,DOC104498,13796.53,Despesa
2023-07-31,CLI0070,PRD0059,V015,CC03,FOR0065,DOC104499,9388.08,Despesa
2023-09-26,CLI0252,PRD0080,V014,CC10,,DOC104500,14999.5,Receita
2024-03-15,CLI0010,PRD0119,V027,CC01,,DOC104501,3430.75,Receita
2026-04-27,CLI0291,PRD0046,V014,CC06,,DOC104502,10860.0,Receita
2023-11-08,CLI0124,PRD0104,V026,CC10,,DOC104503,16486.7,Receita
2024-09-27,CLI0049,PRD0138,V028,CC06,FOR0033,DOC104504,8493.03,Despesa
2024-07-21,CLI0276,PRD0044,V011,CC03,FOR0020,DOC104505,27412.65,Despesa
2025-11-01,CLI0152,PRD0020,V020,CC05,,DOC104506,21151.81,Receita
2025-08-07,CLI0295,PRD0149,V019,CC03,FOR0088,DOC104507,3482.09,Despesa
2026-12-18,CLI0184,PRD0130,V028,CC03,FOR0061,DOC104508,28136.57,Despesa
2025-02-10,CLI0052,PRD0040,V028,CC07,,DOC104509,24962.16,Receita
2025-03-25,CLI0129,PRD0082,V005,CC01,,DOC104510,16725.32,Receita
2024-12-05,CLI0270,PRD0009,V011,CC02,FOR0092,DOC104511,22760.55,Despesa
2024-08-27,CLI0056,PRD0071,V026,CC05,,DOC104512,25430.78,Receita
2024-10-17,CLI0079,PRD0140,V007,CC03,,DOC104513,7531.77,Receita
2025-02-06,CLI0219,PRD0093,V022,CC05,,DOC104514,21657.5,Receita
2024-02-11,CLI0010,PRD0146,V012,CC10,FOR0088,DOC104515,13562.57,Despesa
2025-09-25,CLI0167,PRD0065,V004,CC01,,DOC104516,27251.76,Receita
2026-09-27,CLI0154,PRD0039,V008,CC01,FOR0042,DOC104517,18504.59,Despesa
2025-05-15,CLI0147,PRD0039,V022,CC01,FOR0010,DOC104518,28137.87,Despesa
2023-09-19,CLI0107,PRD0051,V025,CC08,FOR0076,DOC104519,14898.93,Despesa
2023-02-23,CLI0118,PRD0025,V029,CC06,FOR0053,DOC104520,6731.25,Despesa
2024-04-03,CLI0178,PRD0100,V023,CC04,,DOC104521,10415.67,Receita
2023-07-19,CLI0160,PRD0089,V001,CC09,FOR0011,DOC104522,16489.58,Despesa
2024-05-04,CLI0189,PRD0124,V003,CC08,,DOC104523,22889.44,Receita
2026-04-07,CLI0053,PRD0130,V002,CC03,,DOC104524,24635.15,Receita
2023-02-14,CLI0253,PRD0156,V011,CC03,FOR0035,DOC104525,4791.6,Despesa
2023-10-30,CLI0051,PRD0154,V017,CC06,FOR0069,DOC104526,8461.71,Despesa
2025-02-04,CLI0266,PRD0170,V012,CC09,FOR0060,DOC104527,12535.21,Despesa
2023-04-03,CLI0178,PRD0095,V021,CC03,FOR0030,DOC104528,1175.69,Despesa
2025-05-04,CLI0197,PRD0124,V001,CC06,,DOC104529,3554.13,Receita
2026-11-27,CLI0011,PRD0008,V022,CC06,FOR0088,DOC104530,22256.29,Despesa
2026-12-05,CLI0242,PRD0099,V029,CC02,FOR0001,DOC104531,9072.72,Despesa
2024-03-28,CLI0265,PRD0150,V005,CC05,FOR0034,DOC104532,1240.31,Despesa
2024-03-30,CLI0197,PRD0111,V015,CC03,FOR0065,DOC104533,19069.51,Despesa
2024-08-23,CLI0052,PRD0003,V026,CC03,,DOC104534,4708.3,Receita
2024-12-04,CLI0273,PRD0092,V013,CC03,,DOC104535,9831.53,Receita
2023-12-27,CLI0292,PRD0035,V012,CC07,,DOC104536,29329.57,Receita
2023-12-26,CLI0030,PRD0036,V016,CC06,FOR0065,DOC104537,8164.49,Despesa
2024-07-14,CLI0108,PRD0032,V016,CC08,FOR0077,DOC104538,11894.78,Despesa
2023-08-22,CLI0099,PRD0125,V011,CC03,,DOC104539,1924.72,Receita
2023-07-29,CLI0037,PRD0085,V010,CC07,FOR0098,DOC104540,10561.76,Despesa
2025-01-09,CLI0232,PRD0109,V028,CC08,FOR0004,DOC104541,17136.02,Despesa
2025-01-31,CLI0011,PRD0097,V002,CC03,,DOC104542,28655.49,Receita
2025-06-24,CLI0133,PRD0043,V030,CC01,,DOC104543,2734.53,Receita
2024-11-02,CLI0290,PRD0139,V022,CC03,,DOC104544,4487.95,Receita
2026-08-25,CLI0202,PRD0140,V007,CC03,FOR0005,DOC104545,11747.27,Despesa
2023-12-20,CLI0234,PRD0062,V007,CC02,,DOC104546,1730.76,Receita
2026-10-28,CLI0255,PRD0006,V025,CC03,,DOC104547,14211.88,Receita
2024-12-15,CLI0245,PRD0103,V019,CC06,,DOC104548,9482.45,Receita
2023-07-03,CLI0002,PRD0109,V012,CC08,FOR0004,DOC104549,10153.39,Despesa
2025-11-05,CLI0236,PRD0135,V019,CC01,FOR0037,DOC104550,24011.24,Despesa
2023-08-24,CLI0161,PRD0130,V007,CC08,FOR0029,DOC104551,9451.4,Despesa
2025-12-25,CLI0083,PRD0151,V026,CC03,FOR0028,DOC104552,18453.82,Despesa
2026-01-14,CLI0183,PRD0166,V007,CC02,FOR0032,DOC104553,13836.05,Despesa
2023-09-08,CLI0122,PRD0039,V027,CC05,FOR0078,DOC104554,19588.16,Despesa
2024-07-17,CLI0214,PRD0199,V006,CC07,FOR0006,DOC104555,7443.07,Despesa
2026-12-12,CLI0024,PRD0109,V021,CC04,FOR0079,DOC104556,20927.89,Despesa
2023-02-27,CLI0295,PRD0178,V027,CC06,,DOC104557,22663.27,Receita
2024-12-27,CLI0235,PRD0198,V029,CC10,FOR0092,DOC104558,17127.46,Despesa
2023-06-01,CLI0118,PRD0037,V012,CC08,FOR0099,DOC104559,27183.92,Despesa
2025-10-15,CLI0106,PRD0041,V009,CC07,FOR0027,DOC104560,13092.75,Despesa
2026-11-05,CLI0143,PRD0004,V017,CC08,,DOC104561,29635.82,Receita
2023-04-05,CLI0024,PRD0169,V013,CC01,,DOC104562,7765.32,Receita
2024-01-24,CLI0021,PRD0139,V024,CC10,FOR0009,DOC104563,14788.63,Despesa
2024-01-01,CLI0236,PRD0183,V007,CC02,FOR0066,DOC104564,4499.22,Despesa
2024-06-13,CLI0269,PRD0164,V013,CC07,,DOC104565,5977.16,Receita
2023-06-24,CLI0198,PRD0166,V019,CC05,,DOC104566,18835.36,Receita
2023-11-12,CLI0123,PRD0200,V015,CC01,,DOC104567,26628.07,Receita
2023-07-02,CLI0059,PRD0171,V001,CC10,FOR0028,DOC104568,7742.61,Despesa
2026-10-01,CLI0101,PRD0199,V005,CC05,,DOC104569,14143.82,Receita
2023-09-24,CLI0297,PRD0044,V025,CC06,,DOC104570,24464.77,Receita
2023-09-23,CLI0139,PRD0181,V022,CC09,FOR0012,DOC104571,4436.74,Despesa
2025-01-20,CLI0272,PRD0121,V030,CC02,FOR0067,DOC104572,22471.4,Despesa
2024-02-02,CLI0054,PRD0137,V013,CC05,FOR0004,DOC104573,17092.17,Despesa
2025-02-08,CLI0289,PRD0140,V016,CC01,,DOC104574,18690.44,Receita
